+--------------+----------+---------------+-------------------+--------+-------+-------------------------+-------------------------+----------------------------------------------------+--------+----------------------------------------+----------+
|    corpus    |  optim   | learning_rate | start_decay_steps | length |  type |        start_time       |         end_time        |                     model_path                     |  score | path                                   |     size |
| Tagged-de-en |   sgd    |      0.01     |       19750       |  9791  | train | 2019-07-02 12:52:08,978 | 2019-07-02 15:50:27,932 |   /data/4dahmen/Tagged-de-en/train/Tagged-de-en    |  9.929 | wtmgws2-train-2019-07-02T12+02:00.log  | 105.4KiB |
| Clean-de-en  |   sgd    |      0.01     |       19750       |  4471  | train | 2019-07-06 21:16:32,214 | 2019-07-06 23:56:52,022 |    /data/4dahmen/Clean-de-en/train/Clean-de-en     |  9.866 | wtmgws6-train-2019-07-06T21+02:00.log  |  38.0KiB |
| Tagged-de-en |   sgd    |      0.01     |       19750       |  4461  | train | 2019-07-06 21:16:35,568 | 2019-07-07 00:14:58,360 |   /data/4dahmen/Tagged-de-en/train/Tagged-de-en    |  9.617 | wtmgws2-train-2019-07-06T21+02:00.log  |  38.1KiB |
| Clean-cs-en  | adadelta |      0.01     |       10750       |  4581  | train | 2019-07-21 04:40:32,624 | 2019-07-21 08:07:29,172 |                        None                        |  9.086 | wtmgws6-Clean-cs-en-2-.14              |  40.8KiB |
| Tagged-cs-en |   sgd    |      0.01     |        2500       |  4711  | train | 2019-07-11 06:42:37,458 | 2019-07-11 09:56:44,427 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    |  8.999 | wtmgws2-Tagged-cs-en02                 |  41.0KiB |
| Clean-de-en  | adadelta |      0.01     |       19750       |  4471  | train | 2019-07-03 09:03:14,845 | 2019-07-03 12:30:21,187 |    /data/4dahmen/Clean-de-en/train/Clean-de-en     |  8.961 | wtmgws6-train-2019-07-03T09+02:00.log  |  38.0KiB |
| Clean-cs-en  |   adam   |      0.1      |       10750       |  4701  | train | 2019-07-12 07:33:07,827 | 2019-07-12 10:51:01,568 |    /data/4dahmen/Clean-cs-en/train/Clean-cs-en     |  8.525 | wtmgws6-Clean-cs-en.10.log             |  42.9KiB |
| Clean-de-en  |   sgd    |      0.01     |        9875       |  9811  | train | 2019-07-02 02:25:40,626 | 2019-07-02 05:11:25,224 |    /data/4dahmen/Clean-de-en/train/Clean-de-en     |  8.388 | wtmgws6-train-2019-07-02T02+02:00.log  | 105.0KiB |
| Tagged-de-en |   sgd    |      0.01     |        9875       |  4461  | train | 2019-07-07 01:44:48,764 | 2019-07-07 04:43:33,633 |   /data/4dahmen/Tagged-de-en/train/Tagged-de-en    |  8.207 | wtmgws2-train-2019-07-07T01+02:00.log  |  38.1KiB |
| Clean-de-en  | adadelta |      0.01     |        9875       |  4471  | train | 2019-07-07 00:54:21,220 | 2019-07-07 04:13:06,921 |    /data/4dahmen/Clean-de-en/train/Clean-de-en     |  8.115 | wtmgws6-train-2019-07-07T00+02:00.log  |  38.0KiB |
| Clean-cs-en  |   sgd    |     0.001     |       50000       | 10531  | train | 2019-07-01 21:31:12,832 | 2019-07-02 00:47:32,932 |    /data/4dahmen/Clean-cs-en/train/Clean-cs-en     |  7.534 | wtmgws6-train-2019-07-01T21+02:00.log  | 114.1KiB |
| Clean-cs-en  |   adam   |      0.1      |       21500       |  4711  | train | 2019-07-11 02:16:34,060 | 2019-07-11 05:33:38,568 |    /data/4dahmen/Clean-cs-en/train/Clean-cs-en     |  7.414 | wtmgws6-Clean-cs-en.01.log             |  44.3KiB |
| Clean-cs-en  |   sgd    |     0.001     |       50000       |  4581  | train | 2019-07-23 22:38:46,637 | 2019-07-24 01:32:37,128 |                        None                        |  7.405 | wtmgws6-Clean-cs-en-2-.37              |  40.8KiB |
| Clean-cs-en  | adadelta |     0.001     |       50000       |  4581  | train | 2019-07-21 08:07:44,810 | 2019-07-21 11:34:46,754 |                        None                        |  7.403 | wtmgws6-Clean-cs-en-2-.15              |  40.8KiB |
| Clean-cs-en  |   sgd    |     0.001     |       21500       |  4581  | train | 2019-07-19 19:40:30,607 | 2019-07-19 22:34:30,922 |                        None                        |  7.389 | wtmgws6-Clean-cs-en-2-.03              |  40.8KiB |
